Model code,Brand,Revenue (EUR),Revenue Change (%),Revenue Change (EUR),Units,Units Change (%),Units Change,Price (EUR),Price Change (%),Price Change (EUR),Price index,Price index Change,Act. Num. Dist.,Act. Num. Dist. Change (pp),TPR units,TPR units Change (%),TPR units Change
75UR80006LJ,SAMSUNG,8709.63,-0.004,-31.67,20,0.024,0,429.01,-0.027,-11.91,60,2,0.001,-0.3,20,0.512,7
IGOO-TV 55U,SHARP,8685.51,2.512,6212.56,40,2.451,28,219.61,0.018,3.82,31,2,0.004,0.1,,,
CALEA 49 TY62 UHD TWIN,PHILIPS,8660,-0.835,-43826.73,5,-0.833,-25,1732,-0.01,-17.56,242,12,0,-0.6,0,,
OLED48C38LA,SONY,8615.4,1.198,4695.34,10,1.352,6,853.95,-0.066,-60.05,119,-1,0.002,0.1,,,
50PUS8007,METZ,8567,0.55,3039,28,0.556,10,305.96,-0.004,-1.15,43,2,0,0,0,,
C4020DVBT2,LG,8532.01,0.242,1663.54,15,0.044,1,565.3,0.19,90.17,79,16,0.003,0.1,,,
TX-32FSW404,NOKIA,8465,-0.109,-1038.33,66,-0.109,-8,128.26,0,0.01,18,1,0,0,0,,
QE65Q70C,SONY,8460.32,-0.328,-4135.91,13,-0.235,-4,650.79,-0.122,-90.16,91,-7,0.001,-0.1,6,,
55PML9507,TOSHIBA,8457.57,-0.659,-16354.1,19,-0.667,-38,449.78,0.023,10.26,63,5,0.002,-0.4,9,-0.524,-10
SLE 65US801TCSB,LG,8451.48,0.393,2386.28,12,0.692,5,699,-0.176,-149.63,97,-14,0.004,0.2,,,
LED-2463,PHILIPS,8439.85,0.372,2289.88,5,0.222,1,1662.39,0.123,181.85,232,37,0,0,0,,
XH32SN550S,LG,8427.49,,,5,,,1677.11,,,234,,0.001,,0,,
L32G7B,SONY,8394,-0.318,-3908.67,6,-0.333,-3,1399,0.023,32.04,195,16,0.001,0,0,,
42EE6E,SONY,8357.06,1.216,4585.82,14,1.25,8,619.04,-0.015,-9.5,86,4,0.002,0.1,10,3.524,7
LT-43VAF3055,TOSHIBA,8342.72,0.27,1771.46,16,0.306,4,507.16,-0.028,-14.37,71,2,0.002,-0.7,,,
D32H554X2CWI,LG,8325,0.255,1691.01,25,0.316,6,333,-0.046,-16.16,46,1,0.001,-0.1,,,
TX-50JXW834,TECHNISAT,8268.96,-0.41,-5755.96,24,-0.401,-16,344.54,-0.015,-5.21,48,2,0,0,0,,
LT-43VA3355,HISENSE,8255.5,1.64,5128.5,5,1.5,3,1651.1,0.056,87.6,230,25,0.001,0,,,
QE65S90C,PANASONIC,8134,0.852,3742,16,1,8,508.38,-0.074,-40.62,71,-1,0,0,,,
50A7KQ,PHILIPS,8112.41,2.639,5882.89,25,2.629,18,319.39,0.003,0.88,45,3,0.004,0.3,2,,
55U7HQ,TOSHIBA,8101.87,3.368,6247.22,19,3.088,14,427.52,0.068,27.4,60,7,0.003,0.2,13,,
TX-75LXW704,HISENSE,8094.15,0.292,1829.67,11,0.333,3,710.12,-0.031,-22.7,99,3,0.01,0.8,,,
BE55C-H/LH55BECH,HISENSE,8093,-0.003,-25,9,0,0,899.22,-0.003,-2.78,125,7,0.001,0,,,
OLED42C21LA,TOSHIBA,8064.71,-0.052,-444.23,28,-0.039,-1,293.26,-0.014,-4.07,41,2,0.001,0,,,
43PUS8848,LG,8038.78,1.907,5273.47,12,1.924,8,674.28,-0.006,-4.01,94,5,0.01,0.1,10,1.924,6
65MQLED80,SONY,8037.16,,,7,,,1083.02,,,151,,0.001,,6,,
GQ75LST7TG,LG,7995.66,-0.223,-2289.03,5,-0.177,-1,1471.2,-0.056,-87.08,205,0,0.001,0,,,
77OLED848,PHILIPS,7976,-0.419,-5744.9,45,-0.471,-40,177.24,0.099,16.01,25,4,0,0,0,-1,-85
C1920FS,LG,7895,0.49,2596,3,0.5,1,2631.67,-0.007,-17.83,367,19,0,0,3,0.5,1
XU65GA660S,PANASONIC,7888.81,-0.3,-3373.09,37,-0.344,-20,211.65,0.067,13.34,30,3,0.002,-0.1,,,
43R5G,TELEFUNKEN,7871,1.963,5214.42,17,1.284,9,465.94,0.297,106.8,65,18,0.004,0.3,,,
D43F500M4CWI,TOSHIBA,7800.53,-0.418,-5595.27,33,-0.368,-19,238.67,-0.079,-20.43,33,-1,0.007,-0.3,16,-0.298,-7
LT-40VF3056,TELEFUNKEN,7787,,,13,,,599,,,84,,0,,0,,
65NANO769QA,HISENSE,7735.11,,,7,,,1105.02,,,154,,0.001,,0,,
GQ55Q64C,SAMSUNG,7699.13,-0.294,-3201.37,9,-0.286,-3,899,-0.01,-9.38,125,6,0.001,-0.1,0,,
43US662H9,METZ BLUE,7694.49,1.62,4757.99,10,1.858,7,769.3,-0.083,-69.7,107,-3,0.002,0.1,,,
55NANO919PA,METZ,7669.26,-0.733,-21028.56,17,-0.737,-47,457.87,0.018,8.06,64,5,0.002,-0.4,,,
TV P1E 55,METZ BLUE,7666.32,3.382,5916.98,54,4.386,44,140.92,-0.186,-32.28,20,-3,0.001,0,54,,
55QF5D63,TOSHIBA,7663.8,,,48,,,159,,,22,,0.008,,,,
42MOD9001Z,SAMSUNG,7622.72,-0.385,-4764.68,11,-0.406,-8,673.3,0.037,23.83,94,9,0.002,0,,,
KD-75ZH8,TOSHIBA,7559.38,6.775,6587.14,19,5.609,16,388.88,0.176,58.32,54,11,0.001,0.1,,,
32PHS5527,LG,7540.19,-0.022,-169.59,5,0.038,0,1396.33,-0.058,-86.32,195,0,0.001,0,,,
50 GUA 7100 BARCELONA,SONY,7525.65,-0.743,-21706.68,6,-0.651,-12,1194.19,-0.263,-425.74,167,-46,0.001,-1,4,0.31,1
65 VOE 73,METZ,7428.4,4.268,6018.43,20,5.533,17,379,-0.194,-90.99,53,-9,0.001,0.1,20,,
QE55Q80C,HISENSE,7361.19,1.232,4063.21,7,0.797,3,1024.22,0.242,199.73,143,35,0.001,0.1,,,
32VLE5520BG,HISENSE,7334.15,-0.718,-18642,3,-0.7,-7,2444.72,-0.059,-152.9,341,0,0.001,0,,,
50QA7D63,TELEFUNKEN,7333.25,-0.438,-5709.25,18,-0.454,-15,413.14,0.029,11.83,58,5,0.002,-0.1,0,,
32RS530K,SAMSUNG,7309,-0.391,-4689.12,5,-0.375,-3,1461.8,-0.025,-37.97,204,7,0.001,0,,,
55C745,SAMSUNG,7298,3.379,5631.46,3,2,2,2432.67,0.46,766.13,339,120,0.001,0,2,,
GU50AU7179,SAMSUNG,7279.78,,,9,,,799,,,111,,0.003,,0,,
LDD2222,SONY,7257.71,-0.212,-1948.6,4,-0.231,-1,1731.95,0.025,43.03,242,20,0.001,0,,,
C3220F,PHILIPS,7246,2.927,5401,5,4,4,1449.2,-0.215,-395.8,202,-40,0,0,0,,
65FN2E,SONY,7231.3,-0.308,-3215.18,16,-0.297,-7,440.93,-0.015,-6.77,61,3,0.003,-0.1,4,-0.297,-2
LT-32VAF5355,METZ,7229.84,-0.295,-3021.62,26,-0.297,-11,278.07,0.004,1,39,2,0,0,0,,
43QF5D63,LG,7214.42,0.305,1685.6,7,0.272,1,1030.63,0.026,25.74,144,12,0.001,0,,,
50UA5D63,METZ,7209,0.422,2138.68,71,0.446,22,101.54,-0.017,-1.73,14,1,0,0,0,,
43MUD8001Z,HISENSE,7187.21,0.119,765.21,9,0.125,1,798.58,-0.005,-4.17,111,6,0.001,0,0,,
TX-65LZW1004,HISENSE,7180.29,3.995,5742.7,14,4.792,12,516.57,-0.138,-82.43,72,-7,0.004,0.3,10,,
TX-55LZW1004,SONY,7165.51,-0.172,-1484.9,13,-0.187,-3,551.19,0.019,10.54,77,6,0.002,-0.8,0,,
XR-50X92K,PANASONIC,7162.09,0.991,3564.11,4,1.059,2,1739.36,-0.033,-59.63,243,6,0.001,0,,,
65U6KQ,SAMSUNG,7152.27,-0.509,-7412.35,5,-0.486,-4,1514.37,-0.044,-70.38,211,3,0.001,-0.8,4,,
TX-24LSW484,LG,7119.3,-0.188,-1647,14,-0.239,-4,508.52,0.067,32.09,71,8,0.001,0,0,,
50QNED819QA,PANASONIC,7034.65,0.783,3089,5,0.667,2,1406.93,0.07,91.71,196,23,0.001,0,0,,
58PUS8555,JVC,7013.38,0.439,2140.56,32,0.59,12,217.8,-0.095,-22.83,30,-1,0.004,0.2,16,2.975,12
55UR91003LA,TOSHIBA,6980,-0.105,-819,20,-0.091,-2,349,-0.016,-5.5,49,2,0,0,,,
BA40F4132LEB,SONY,6980,-0.091,-698,20,-0.091,-2,349,0,0,49,3,0,0,0,,
BE75C-H/LH75BECH,SAMSUNG,6971.07,,,5,,,1538.13,,,215,,0.001,,,,
32 GHB 6340,METZ BLUE,6954.05,0.429,2087.45,7,0.458,2,993.44,-0.02,-20.44,139,5,0.009,0,,,
70PUS7956,METZ BLUE,6946,2.981,5201,4,3,3,1736.5,-0.005,-8.5,242,13,0,0,0,,
QE50LS03BG,HISENSE,6940.57,3.396,5361.78,6,2.97,4,1230.14,0.107,119.14,172,26,0.001,0.1,,,
OLED55C28LB,SONY,6924.67,0,0,9,0,0,799,0,0,111,6,0.001,0,0,,
Q1E L55M6-6ESG,METZ,6889.87,-0.312,-3126.94,13,-0.316,-6,529.99,0.005,2.79,74,5,0,0,,,
DVD1322,METZ,6879.92,0.082,519.44,13,0.083,1,529.22,-0.002,-0.82,74,4,0,0,0,,
LT-43VFE5155,HISENSE,6870,0.611,2604.85,6,0.817,3,1145,-0.114,-146.73,160,-10,0,0,,,
GQ55Q73A,TOSHIBA,6829.3,-0.323,-3261.72,41,-0.186,-9,165.06,-0.168,-33.44,23,-3,0.004,-1.2,25,0.601,9
XR-50X94S,PANASONIC,6813.6,2.412,4816.93,8,2.354,6,811.14,0.017,13.87,113,8,0.001,0.1,,,
55UQ79009LA,PHILIPS,6799.99,1.656,4239.99,20,1.857,13,340,-0.07,-25.71,47,-1,0.001,0,14,,
LT-43VAQ6255,PANASONIC,6795.02,-0.263,-2428.6,6,-0.333,-3,1132.5,0.105,107.66,158,23,0.001,0,0,-1,-3
GQ65QN95B,LG,6777.98,-0.278,-2608.99,16,-0.304,-7,423.62,0.038,15.49,59,5,0.001,-0.1,,,
43UR73003LA,LG,6777.48,-0.356,-3752.08,6,-0.333,-3,1129.58,-0.035,-40.37,158,4,0.001,0,,,
C1920S,PANASONIC,6725.95,,,4,,,1797.95,,,251,,0.001,,,,
50UL4D63,METZ,6678.07,0.116,693.68,43,0.117,5,155.3,-0.001,-0.13,22,1,0.005,0,,,
D32H551X1CWI,PANASONIC,6675.3,-0.49,-6404.27,35,-0.407,-24,193.16,-0.139,-31.3,27,-3,0.005,-0.2,6,-0.031,0
24PHS6808,METZ BLUE,6668,1.483,3982.8,33,1.5,20,202.06,-0.007,-1.36,28,1,0,0,,,
TX-50LXT886,METZ,6667.53,0.256,1358.75,29,0.261,6,229.91,-0.004,-0.9,32,2,0.001,0,0,,
55NANO759PR,DYON,6665.22,,,19,,,350.8,,,49,,0.001,,0,,
55UR74003LB,TELEFUNKEN,6611.33,1.422,3881.46,33,1.538,20,200.34,-0.046,-9.65,28,0,0.001,0,0,,
GQ43Q63B,LG,6599,-0.854,-38650.29,2,-0.903,-19,3299.5,0.507,1109.86,460,172,0,-0.7,0,-1,-19
GU55CU8579,LG,6592.99,3.887,5243.99,5,3.767,4,1383.18,0.025,34.18,193,16,0.001,0.1,,,
65EQ4EA,HISENSE,6573.99,-0.225,-1904.62,4,-0.259,-1,1643.5,0.047,73.38,229,23,0.001,0,,,
TECHNIVISION UHD55A 5455/98,SAMSUNG,6564.1,,,11,,,600.73,,,84,,0.001,,,,
65A79GQ,SAMSUNG,6516.73,-0.542,-7716.71,9,-0.536,-11,701.48,-0.012,-8.77,98,5,0.002,-0.2,,,
24HFL3014,LG,6512.06,-0.029,-191.9,7,-0.125,-1,930.29,0.11,92.3,130,20,0.001,0,,,
TX-65LZF1507,METZ,6510.04,0.633,2522.76,32,0.116,3,200.59,0.463,63.44,28,10,0.007,0.3,,,
65A67H,METZ,6508.34,-0.491,-6282.87,22,-0.488,-21,295.83,-0.006,-1.64,41,2,0.001,0,0,,
55OLED857,TOSHIBA,6448.24,-0.432,-4904.67,15,-0.464,-13,429.88,0.06,24.42,60,7,0.002,-0.2,,,
GU85AU7179,LG,6435.46,-0.609,-10027.75,8,-0.603,-12,846.53,-0.015,-12.62,118,5,0.001,-0.3,6,-0.471,-5
55PUS8837,PANASONIC,6427.09,-0.246,-2097.79,4,-0.315,-2,1772.99,0.1,161.14,247,35,0.001,0,,,
65PML9507,SONY,6366,0.509,2147.91,7,0.4,2,909.43,0.078,65.81,127,16,0.001,0,2,-0.3,-1
UE32T4305,METZ,6339.25,0.297,1452.85,42,0.285,9,149.51,0.01,1.44,21,1,0.001,0,0,,
GQ50Q73B,TOSHIBA,6338.8,0.126,710.9,21,0.11,2,299,0.015,4.35,42,3,0.001,0,21,0.11,2
U65L7300,TELEFUNKEN,6310.68,0.061,362.72,37,0.028,1,170.56,0.032,5.34,24,2,0.001,0,0,,
GQ65QN91B,TELEFUNKEN,6293.22,0.104,595.08,17,0.035,1,370.19,0.067,23.19,52,6,0.001,0,,,
TX-42MZF1507,METZ BLUE,6285,2.913,4679,22,3.4,17,285.68,-0.111,-35.52,40,-2,0,0,,,
55PUS8548,LG,6239.54,2.002,4161.08,3,2,2,2079.85,0.001,1.39,290,17,0,0,0,,
GQ75QN700C,PANASONIC,6225.61,-0.312,-2819.28,21,-0.315,-10,294.77,0.005,1.38,41,3,0.003,-0.8,15,0.199,2
XR-55X94J,LG,6203.06,-0.562,-7957.54,8,-0.571,-10,815.38,0.022,17.69,114,9,0.001,-0.9,0,,
65 VCE 210,TOSHIBA,6183.66,-0.424,-4558.9,28,-0.451,-23,220.85,0.048,10.21,31,3,0.003,-0.1,8,-0.725,-22
GU43AU8079,SONY,6170,-0.934,-87269.76,4,-0.862,-28,1402.27,-0.521,-1523.12,196,-189,0.001,-0.5,4,,
U50G7LX,SAMSUNG,6162,,,4,,,1540.5,,,215,,0.001,,0,,
50QL5D63,METZ,6159.78,0.375,1679.94,22,0.375,6,279.99,0,0,39,2,0.001,0,0,,
TX-55JXW604,SONY,6158.75,,,16,,,379,,,53,,0.003,,0,,
U55H7A,TECHNISAT,6104,-0.557,-7681.2,18,-0.55,-22,339.11,-0.016,-5.38,47,2,0.003,-0.3,0,,
UE65AU7022,LG,6065.96,-0.457,-5096.65,6,-0.398,-4,1083.21,-0.097,-116.83,151,-7,0.001,-0.8,3,-0.197,-1
TX-55LZW2004,PANASONIC,6062.44,1.466,3604.43,8,1.608,5,774.9,-0.054,-44.44,108,0,0.001,0,3,,
C2220S,XIAOMI,5922.53,0.871,2757.26,23,0.769,10,257.5,0.058,14.02,36,4,0.001,0,0,,
50MUD8001Z,METZ,5914.12,-0.262,-2095,40,-0.352,-22,148.6,0.139,18.15,21,4,0.003,-0.3,0,,
GQ43QN92B,SONY,5906.25,,,5,,,1114.39,,,155,,0.001,,0,,
TX-50MX600E,METZ BLUE,5904,-0.021,-126,18,0,0,328,-0.021,-7,46,2,0,0,0,,
43PUS7657,PANASONIC,5875.24,-0.601,-8854.46,4,-0.604,-7,1328.92,0.008,11.05,185,12,0.001,-0.1,,,
65UR91006LA,DYON,5864.13,3.626,4596.57,33,3.714,26,177.7,-0.019,-3.38,25,1,0.001,0,0,,
65RP630,PANASONIC,5853.79,0.093,498.58,27,0.09,2,219.24,0.003,0.69,31,2,0.003,0,12,1.607,7
BILD 3.55 OLED,TOSHIBA,5832.25,,,10,,,569,,,79,,0.003,,0,,
XU58AN660S,PANASONIC,5789.01,,,9,,,643.22,,,90,,0.01,,,,
F40TS550S,LG,5788.6,-0.163,-1128.3,5,-0.167,-1,1157.72,0.004,4.9,161,10,0.001,0,4,-0.167,-1
32PFS6855,SONY,5779.21,-0.499,-5748.06,11,-0.519,-11,549,0.042,22.26,77,7,0.002,-0.2,,,
OLED42C29LB,METZ,5776.33,-0.046,-280.04,33,-0.076,-3,174.42,0.032,5.41,24,2,0.004,0.2,,,
65UR80006LJ,METZ,5759.91,-0.182,-1279.98,9,-0.182,-2,639.99,0,0,89,5,0,0,0,,
50E77KQ,PANASONIC,5744.31,0.15,750.56,6,-0.08,0,999.01,0.25,200.01,139,34,0.001,0,0,,
GQ43LS03T,SONY,5740.5,,,4,,,1334.42,,,186,,0.001,,0,,
TX-48MZW984,TOSHIBA,5738.95,0.858,2650.71,13,0.307,3,426.66,0.422,126.66,59,20,0.002,0.1,,,
XR-55A84K,SAMSUNG,5737.3,,,5,,,1146.59,,,160,,0.001,,,,
GU58TU7199,TELEFUNKEN,5736.04,-0.314,-2625.26,13,-0.316,-6,441.23,0.003,1.17,62,4,0.001,0,0,,
ENTER 32 PRO-X2,SAMSUNG,5716.16,0.749,2447.82,5,1.009,2,1235.93,-0.13,-183.93,172,-14,0.009,0.9,,,
50A6G,TELEFUNKEN,5699.81,-0.253,-1927.75,19,-0.252,-6,299.99,-0.001,-0.31,42,2,0.001,0,0,,
SMART 42 AD-2,SAMSUNG,5680.31,-0.373,-3385.11,10,-0.324,-5,591.7,-0.073,-46.71,83,-1,0.002,0,10,,
XU43AN750S,GRUNDIG,5652.1,-0.733,-15502.42,1,-0.749,-4,4570.43,0.065,277.34,637,73,0,-0.1,,,
D43U860B2CW,SAMSUNG,5627.76,-0.198,-1386.3,15,0.169,2,379.4,-0.314,-173.51,53,-20,0.003,-0.9,15,,
55GP6160E,PANASONIC,5607.04,0.994,2795.66,11,1.2,6,509.73,-0.093,-52.55,71,-3,0.002,0.1,9,1.2,5
KD-43X85K,SONY,5596,,,4,,,1399,,,195,,0.001,,0,,
32FG2E,LG,5585.46,0.153,740.47,6,0.215,1,919.13,-0.051,-49.87,128,1,0.001,0,0,,
XF32SN550SD,LG,5560.78,4.276,4506.88,9,8.05,8,614.45,-0.417,-439.45,86,-53,0.001,0,3,2.168,2
S50U25052VJ,TECHNISAT,5528.05,-0.69,-12324.95,19,-0.703,-45,290.95,0.043,12,41,4,0,0,0,,
LEDW240,METZ,5501,-0.215,-1507,30,-0.211,-8,183.37,-0.006,-1.05,26,1,0,0,0,,
50 VOE 73,GRUNDIG,5498,,,1,,,5498,,,767,,0,,0,,
50FN6EA,TECHNISAT,5497.83,2.468,3912.62,40,2.636,29,137.45,-0.046,-6.66,19,0,0.001,0,0,,
LT-58VU6255,DYON,5459.52,-0.683,-11772.3,19,-0.654,-36,285.67,-0.085,-26.37,40,-1,0.001,-0.3,,,
32 VHX 622,TELEFUNKEN,5458.87,0.538,1908.86,6,0.525,2,894.9,0.008,7.4,125,8,0.001,0.1,0,,
OLED65C22LB,TOSHIBA,5416.01,0.45,1680,8,0.6,3,677,-0.094,-70.2,94,-4,0.001,0,6,,
24HSL231M,HISENSE,5377.53,-0.485,-5070.87,2,-0.463,-2,2336.14,-0.041,-100.02,326,6,0,0,,,
TX-55JXX979,STRONG,5353.01,3.461,4153.06,27,3.5,21,198.26,-0.009,-1.73,28,1,0.003,0.3,27,,
43A7GQ,LG,5348.39,1.053,2743.76,6,0.867,3,955.07,0.1,86.86,133,19,0.009,0.9,0,,
GQ65S95B,METZ BLUE,5346.86,1.426,3142.86,13,1.5,8,427.75,-0.03,-13.05,60,2,0.001,0.1,,,
QE75LS03BG,SAMSUNG,5346.52,,,1,,,4200.84,,,586,,0,,0,,
TX-55LXW944,TELEFUNKEN,5317.02,0.899,2517.12,19,0.9,9,279.84,-0.001,-0.15,39,2,0,0,0,,
C2420G,LG,5298,2.313,3699,3,2,2,1766,0.104,167,246,36,0.001,0,,,
ALU20055ZS,JVC,5287.46,0.813,2370.34,21,0.935,10,248.51,-0.063,-16.83,35,0,0.005,0.4,,,
55PUS7906,LG,5280,1.756,3364.13,12,2,8,440,-0.081,-38.97,61,-2,0,0,,,
KD-43X89J,TELEFUNKEN,5279,-0.407,-3627,11,-0.488,-10,479.91,0.159,65.68,67,13,0.001,-0.2,0,,
D55U750E2CW,SAMSUNG,5267.3,-0.169,-1070.31,10,-0.08,-1,542.09,-0.097,-58.05,76,-3,0.001,0,,,
WEGAVISION OLED55A,XIAOMI,5261.54,0.368,1414.04,13,0.538,5,400,-0.111,-50,56,-3,0.002,0,,,
40A4BG,LOEWE,5257.42,16.219,4952.08,18,12.188,16,299,0.306,70,42,12,0.003,0.3,0,,
75QNED826RE,TELEFUNKEN,5256,,,24,,,219,,,31,,0.001,,0,,
D40F550M1CWI,TECHNISAT,5248,-0.289,-2134.77,15,-0.289,-6,349.87,0,-0.03,49,3,0,0,0,,
GQ65LS03B,LOEWE,5240.23,,,22,,,241.49,,,34,,0.002,,0,,
GQ85QN85C,TELEFUNKEN,5234.75,-0.516,-5586.29,17,-0.501,-17,303.46,-0.03,-9.4,42,1,0.002,-0.2,,,
GQ43LS03B,PANASONIC,5217.93,-0.859,-31915.22,5,-0.855,-27,1133.4,-0.034,-40.04,158,4,0.009,-0.4,,,
TECHNILINE 32 ISI 5532/97,PHILIPS,5189.37,-0.489,-4962.6,11,-0.518,-12,468.49,0.061,27.1,65,7,0.001,0,6,-0.699,-13
GQ75QN92B,SONY,5180,-0.738,-14614,2,-0.667,-4,2590,-0.215,-709,361,-72,0,-0.1,,,
50UA2263,PHILIPS,5126.78,,,7,,,732.4,,,102,,0,,0,,
TX-32MSF607,SAMSUNG,5119.52,3,3839.52,5,1.837,3,1127.97,0.41,327.97,157,52,0.001,0.1,,,
SRT 32HF2003,SAMSUNG,5097,-0.625,-8495,3,-0.625,-5,1699,0,0,237,14,0,0,0,,
32S5200,TELEFUNKEN,5092.38,-0.145,-864.89,14,-0.125,-2,363.74,-0.023,-8.59,51,2,0.001,0,,,
GQ55QN93B,SAMSUNG,5075.61,1.18,2747.83,6,1.39,3,922.52,-0.088,-88.72,129,-4,0.001,0.1,,,
4300B,CHIQ,5061.43,0.968,2489.83,11,0.75,5,482.04,0.125,53.44,67,11,0.002,0.2,0,-1,-6
TX-75LXW944,LG,5054,-0.556,-6319.28,4,-0.512,-4,1263.5,-0.089,-122.85,176,-6,0.001,-0.1,,,
TX-24LSW504,JVC,5039.12,1.095,2633.33,29,1.521,18,171.3,-0.169,-34.91,24,-3,0.004,0.2,21,,
GQ50Q60B,SONY,5035.53,2.162,3443.14,6,2,4,839.26,0.054,43.06,117,12,0.001,0,,,
QU55K800,PANASONIC,4971.09,3.247,3800.63,7,3.198,6,682.84,0.012,7.88,95,7,0.001,0.1,7,3.198,6
LT-43VF5156,TELEFUNKEN,4919.88,-0.199,-1225.29,12,-0.2,-3,409.99,0.001,0.31,57,3,0,0,0,,
65QNED866QA,PANASONIC,4914.72,1.4,2867.12,5,1.5,3,982.94,-0.04,-40.86,137,3,0.001,0,,,
BN32H1322EEB,SHARP,4887.84,4.677,4026.88,23,4.75,19,212.51,-0.013,-2.73,30,1,0.001,0,23,,
OLED65A29LA,SHARP,4880.59,0.083,375.57,19,0.118,2,256.87,-0.031,-8.13,36,1,0.001,0.1,,,
OS-32H500,LG,4860,,,1,,,4860,,,678,,0,,0,,
43A63H,SAMSUNG,4803.39,,,4,,,1200.85,,,167,,0.001,,2,,
55MQLED80,DYON,4795.02,,,18,,,269.99,,,38,,0.005,,0,,
XU70AN660S,METZ,4793.66,7.031,4196.8,8,7,7,599.21,0.004,2.35,84,5,0.001,0,0,,
43LA2063,PHILIPS,4787.36,-0.197,-1173.03,11,-0.212,-3,429.74,0.019,8.22,60,5,0.002,0,,,
55P635,SAMSUNG,4768.05,0.365,1275.44,11,0.405,3,424.31,-0.028,-12.27,59,2,0.001,0,,,
55UN711C,SAMSUNG,4759.72,0.525,1638.25,8,0.333,2,594.97,0.144,74.72,83,15,0.001,0,,,
48OLED857,PANASONIC,4757.47,1.124,2517.47,2,1.4,1,1982.28,-0.115,-257.72,276,-18,0,0,2,1.4,1
65 VUX 722,METZ BLUE,4716.92,2.373,3318.3,4,1.86,3,1178.12,0.179,179.11,164,33,0.001,0,,,
43FJ2E,PANASONIC,4716,-0.243,-1515.41,6,-0.25,-2,786,0.009,7.07,110,7,0,0,0,,
86UR78006LB,LG,4668.96,0.465,1481.66,3,0.058,0,1383.4,0.385,384.39,193,62,0.001,0,,,
TX-75GXW945,METZ,4668.92,0.075,324.04,29,0.074,2,161,0,0.08,22,1,0.001,0,0,,
TX-32MSN608,HISENSE,4657,-0.559,-5893,3,-0.607,-5,1552.33,0.122,168.73,216,35,0.001,-0.1,0,,
ENTER 32 PRO-X,STRONG,4642.33,-0.532,-5286.35,37,-0.558,-46,126.9,0.059,7.06,18,2,0.005,-0.3,29,-0.608,-45
TX-55LZW804,METZ,4612.76,0.165,652.01,17,0.16,2,265.1,0.004,1.05,37,2,0.001,0,0,,
BEOVISION CONTOUR 55,PHILIPS,4608.54,-0.341,-2383.07,28,-0.352,-15,164.59,0.017,2.75,23,2,0,-0.1,0,-1,-8
65UR81006LJ,SONY,4599,0.567,1664.3,6,0.5,2,766.5,0.045,32.83,107,11,0.001,0.1,,,
32PFS6805,SONY,4585.33,0.366,1229.47,4,0.257,1,1094.23,0.087,87.47,153,20,0.001,0,0,-1,-2
GQ85QN800C,LG,4582.71,,,7,,,629,,,88,,0.001,,0,,
65E61KT,SONY,4565.89,1.416,2675.97,2,1,1,2282.95,0.208,393.03,318,70,0,0,0,,
55 VCE 222,PANASONIC,4539.5,-0.525,-5021,7,-0.517,-7,648.5,-0.016,-10.84,90,4,0.001,0,0,,
AB24F1D,DYON,4499.82,1.25,2499.88,18,1.25,10,249.99,0,0,35,2,0,0,0,,
TX-65JXW944,METZ,4492.23,0.156,605.39,23,0.15,3,195.31,0.005,0.97,27,2,0.001,0,0,,
BE43C-H/LH43BECH,LOEWE,4491.35,0.246,886.88,19,0.303,4,240.39,-0.043,-10.92,34,1,0.002,0,11,,
55 GUB 6300,DYON,4486.51,-0.083,-406.97,17,-0.076,-1,262.37,-0.008,-2.14,37,2,0.001,-0.2,0,,
43 VCE 222,SAMSUNG,4485.84,-0.52,-4865.68,10,-0.513,-10,464.85,-0.016,-7.45,65,3,0.002,0,0,,
U43QM8E,SONY,4482.01,,,3,,,1494,,,208,,0,,0,,
XR-98X90L,PHILIPS,4462.84,2.04,2994.87,12,1.982,8,374.18,0.02,7.19,52,4,0.01,0.9,8,,
TX-43LXX979,SONY,4457.25,,,3,,,1291.59,,,180,,0.001,,3,,
40FG6EA,PHILIPS,4454.25,,,3,,,1349,,,188,,0,,3,,
50 VOE 72,SHARP,4449.72,1.253,2475.05,18,1.25,10,247.21,0.002,0.37,34,2,0.001,0,0,,
SRT24HE4203,DYON,4445.62,-0.76,-14052.09,19,-0.71,-47,232.62,-0.17,-47.65,32,-4,0.001,-0.4,0,,
HN24GV310,SHARP,4427.92,-0.495,-4337.07,20,-0.524,-22,217.16,0.06,12.37,30,3,0.002,0,4,-0.4,-3
43A67H,TOSHIBA,4420.09,0.294,1003.41,15,0.25,3,294.67,0.035,9.95,41,4,0.001,-0.8,,,
XU55AN754M,TELEFUNKEN,4409.6,-0.423,-3232.4,9,-0.4,-6,489.96,-0.038,-19.51,68,1,0.001,0.1,,,
SMART 24,LG,4409.14,,,1,,,4409.14,,,615,,0,,0,,
55PUS8857,PANASONIC,4404,-0.159,-832,4,-0.2,-1,1101,0.051,53.8,154,16,0,0,4,,
KM0224-T3,SONY,4398,,,2,,,2199,,,307,,0,,0,,
50C641,LG,4398,,,2,,,2199,,,307,,0,,0,,
WEGAVISION UHD50B,PHILIPS,4394.5,0.631,1699.51,6,0.833,3,799,-0.111,-99.33,111,-7,0.001,0.1,0,,
24WL3C63,SONY,4380.14,-0.027,-121.33,2,0,0,1902.85,-0.027,-52.71,265,8,0.009,0.8,0,,
