Model code,Brand,Revenue (EUR),Revenue Change (%),Revenue Change (EUR),Units,Units Change (%),Units Change,Price (EUR),Price Change (%),Price Change (EUR),Price index,Price index Change,Act. Num. Dist.,Act. Num. Dist. Change (pp),TPR units,TPR units Change (%),TPR units Change
GQ65S90C,LG,2241621.98,0.213,393899.88,1405,0.224,257,1595.46,-0.009,-14.05,222,11,0.054,0.5,1404,0.237,269
GU65CU7179,LG,1342184.18,0.432,404841.93,2022,0.467,644,663.9,-0.024,-16.45,93,3,0.284,22.6,1967,0.759,848
GU55CU7179,LG,1236634.61,-0.018,-22165.01,2504,-0.043,-111,493.9,0.026,12.52,69,6,0.064,0.3,768,-0.317,-357
GQ55S90C,LG,1019190.59,0.23,190611.66,771,0.239,149,1322.77,-0.007,-9.36,184,9,0.042,0.6,720,0.24,139
55PUS8108,PANASONIC,893901.74,0.04,34334.49,1787,0.044,75,500.31,-0.003,-1.72,70,4,0.063,-0.1,1766,0.072,118
GQ77S90C,LG,873593.72,0.285,193995.31,350,0.311,83,2495.98,-0.019,-49.33,348,14,0.029,0.7,344,0.432,104
55OLED708,PANASONIC,873353.47,0.157,118758.33,875,0.168,126,998.04,-0.009,-9.5,139,7,0.055,0.7,875,0.175,130
55NANO756QC,SAMSUNG,867969.13,0.39,243732.62,1823,0.393,514,476.12,-0.002,-0.76,66,4,0.062,0.8,1641,0.393,463
GQ65QN85C,LG,820958.23,0.27,174686.21,610,0.3,141,1345.83,-0.023,-31.26,188,7,0.048,1,607,0.866,282
OLED65G39LA,SAMSUNG,798437.63,-0.401,-533593.94,352,-0.37,-207,2267.58,-0.049,-115.65,316,3,0.036,-1.6,244,-0.161,-47
GQ65S95C,LG,793489.71,-0.24,-250871.15,367,-0.243,-117,2163.37,0.003,6.62,302,18,0.046,-0.2,194,-0.064,-13
GQ55QN85C,LG,747538.74,0.313,178044.17,743,0.328,184,1006.59,-0.012,-12.13,140,7,0.055,0.2,638,0.358,168
OLED65B39LA,SAMSUNG,707779.52,3.709,557490.71,405,3.602,317,1747.6,0.023,39.78,244,19,0.027,1.8,122,1.761,78
GU85CU7179,LG,674555.64,0.05,31945.49,521,0.051,25,1295.35,-0.001,-1.01,181,10,0.03,0.5,407,0.247,81
GU75CU7179,LG,619045.48,-0.159,-117029.27,674,-0.181,-149,918.31,0.027,23.73,128,11,0.029,-16.1,381,-0.179,-83
GU43CU7179,LG,617597.85,-0.219,-173153.92,1584,-0.241,-503,389.8,0.029,10.98,54,5,0.06,-21.2,158,-0.763,-510
65NANO756QC,SAMSUNG,584270.89,0.16,80419.16,977,0.16,135,598.03,-0.001,-0.37,83,5,0.048,0.4,977,0.16,135
86NANO756QA,SAMSUNG,580409,2.87,430426.43,448,2.923,334,1294.4,-0.014,-17.76,181,8,0.02,0.3,448,2.923,334
OLED55B39LA,SAMSUNG,553856.06,8.396,494912.26,407,8.465,364,1360.83,-0.007,-9.96,190,10,0.026,2.1,81,8.465,73
GU65AU6979,LG,551151.82,1.637,342179.69,1045,1.984,695,527.34,-0.116,-69.21,74,-5,0.019,0.6,815,35.952,793
KD-65X85L,HISENSE,547594.66,0.132,64041.49,550,0.143,69,995.63,-0.01,-9.68,139,7,0.031,0,547,0.142,68
GQ55Q60C,LG,469667.68,0.164,66140.14,687,0.17,100,683.85,-0.005,-3.36,95,5,0.042,0.7,343,0.156,46
XR-65A80L,HISENSE,455216.5,-0.06,-29064.63,228,-0.054,-13,1996.56,-0.006,-12.9,278,14,0.021,0,207,-0.076,-17
OLED65C37LA,SAMSUNG,436892.07,-0.45,-357285.33,238,-0.465,-207,1833.06,0.028,49.36,256,21,0.021,-0.5,143,-0.583,-200
GQ55S95C,LG,433847.26,-0.25,-144737.76,260,-0.255,-89,1670.56,0.006,10.04,233,15,0.038,-0.5,117,-0.235,-36
GU55AU6979,LG,409373.02,0.485,133678.38,988,0.511,334,414.24,-0.017,-7.31,58,2,0.036,1.5,270,-0.061,-17
OLED48A29LA,SAMSUNG,404522.07,0.029,11270.67,588,0.013,7,687.95,0.016,10.64,96,7,0.052,0.8,190,-0.455,-159
TX-43MX600E,SONY,399811.67,0.075,27953.03,915,0.059,51,437.09,0.015,6.58,61,4,0.108,1.8,579,0.045,25
55U77HQ,PHILIPS,395839.12,0.508,133400.96,726,0.522,249,545.57,-0.009,-4.86,76,4,0.041,0.9,290,1.168,156
55A6K,PHILIPS,389015.29,-0.163,-75618.13,1116,-0.163,-217,348.54,0,0,49,3,0.059,-1.8,1005,0.049,47
GQ65LS03BG,LG,380857.87,-0.3,-163144.12,278,-0.319,-130,1368.14,0.027,36.56,191,16,0.033,0,129,-0.583,-180
KD-55X85L,HISENSE,380708.72,0.218,68250.25,449,0.228,84,847.9,-0.008,-6.98,118,6,0.028,0.3,447,0.261,93
65OLED808,PANASONIC,358563.4,-0.224,-103348.89,193,-0.235,-59,1862.67,0.014,26.04,260,18,0.02,0.1,192,-0.185,-43
65A6K,PHILIPS,356936.88,-0.215,-97848.36,737,-0.227,-216,484.35,0.015,7.09,68,5,0.05,-0.5,557,-0.313,-254
65UR781C,SAMSUNG,353341.89,77.699,348852.09,561,79.109,554,630.11,-0.018,-11.29,88,4,0.003,0.1,0,,
OLED55C37LA,SAMSUNG,350839.02,-0.41,-243896.63,238,-0.435,-183,1474.95,0.043,61.48,206,20,0.023,-0.2,89,-0.65,-164
GU43AU6979,LG,349501.81,0.494,115593.01,1135,0.55,402,308.06,-0.036,-11.42,43,1,0.032,-0.8,975,1.361,562
LUNIS 42 TY92 OLED TWIN R,WE. BY LOEWE.,346362.59,-0.165,-68542.93,132,-0.181,-29,2631.19,0.02,50.98,367,28,0.03,-0.8,52,-0.351,-28
GQ50QN90C,LG,339365.85,0.147,43572.06,325,0.169,47,1042.92,-0.018,-19.56,145,6,0.026,0.1,293,0.169,42
65OLED708,PANASONIC,337241.46,-0.289,-136935.49,233,-0.324,-112,1446.98,0.052,71.26,202,21,0.02,-0.3,122,-0.571,-162
GQ43QN90C,LG,333478.17,0.21,57783.94,376,0.237,72,886.91,-0.022,-19.98,124,5,0.028,0.4,375,0.371,101
GQ77S95C,LG,320789.97,-0.455,-267426.56,96,-0.468,-84,3350.67,0.025,81.57,467,38,0.02,-0.2,42,-0.215,-11
GQ65Q60C,LG,316475.31,0.246,62513.9,349,0.287,78,905.98,-0.032,-29.77,126,3,0.025,0.8,313,1.309,178
43A6K,PHILIPS,309471.45,-0.122,-43023.33,1148,-0.116,-150,269.53,-0.007,-1.92,38,2,0.062,-0.4,1053,0.014,14
50NANO766QA,SAMSUNG,308272.57,2.932,229875.36,718,3.165,546,429.1,-0.056,-25.42,60,0,0.045,2.7,647,4.355,526
GQ50Q60C,LG,298369.75,0.049,13994.1,457,0.033,15,652.89,0.015,9.91,91,7,0.033,0.2,358,0.029,10
GQ55S94C,LG,296063.57,-0.403,-199940.48,205,-0.389,-130,1445.33,-0.023,-34.39,202,7,0.026,-0.8,,,
GQ75QN85C,LG,295648.69,0.442,90656.07,147,0.449,46,2010.28,-0.005,-9.35,280,15,0.022,1.2,143,0.452,45
65PUS8008,PANASONIC,292728.9,0.707,121201.04,420,0.707,174,696.97,0,-0.29,97,6,0.028,0.5,6,,
75PUS8008,PANASONIC,289794.29,1.219,159184.84,323,1.228,178,897.2,-0.004,-3.56,125,7,0.023,1,,,
XR-55A80L,HISENSE,277989.68,-0.092,-28225.43,173,-0.094,-18,1606.88,0.002,3.66,224,13,0.018,0,157,-0.054,-9
65UR73006LA,SAMSUNG,275985.66,0.779,120844.64,497,0.928,239,554.86,-0.077,-46.47,77,-2,0.009,-0.1,149,1.892,98
GU50CU7179,LG,272848.74,0.271,58138.08,605,0.226,111,450.92,0.037,16.01,63,6,0.025,0.2,85,-0.643,-152
OLED55G39LA,SAMSUNG,272129.61,-0.54,-319015.01,156,-0.544,-186,1747.45,0.01,16.59,244,16,0.027,-1.5,93,-0.57,-123
55UR73006LA,SAMSUNG,270971.93,-0.175,-57440.98,622,-0.165,-123,435.79,-0.012,-5.39,61,3,0.009,0.6,112,,
50PUS8108,PANASONIC,262388.5,0.572,95427.29,598,0.679,242,439,-0.064,-30.01,61,0,0.044,0.6,484,1.282,272
43PUS8108,PANASONIC,258226.38,0.019,4779.39,661,0.01,6,390.74,0.009,3.49,54,4,0.06,0.5,606,0.277,131
OLED48C37LA,SAMSUNG,255546.71,-0.314,-116948.94,219,-0.354,-120,1166.57,0.062,67.86,163,18,0.024,-0.2,111,-0.52,-120
GQ65S94C,LG,250252.63,-0.659,-482803.81,129,-0.663,-255,1934.19,0.014,25.87,270,19,0.022,-1.2,,,
OLED65C39LC,SAMSUNG,249135.55,-0.46,-211818.83,124,-0.466,-108,2016.31,0.012,23.52,281,19,0.021,-0.3,,,
OLED77C37LA,SAMSUNG,248463.85,-0.494,-242169.58,91,-0.52,-98,2730.37,0.054,140.22,381,40,0.011,-0.5,38,-0.735,-105
GQ65S93C,LG,243334.56,-0.389,-155037.79,147,-0.377,-89,1656.87,-0.02,-33.73,231,9,0.013,-0.9,73,-0.555,-92
55OLED808,PANASONIC,238104.09,-0.125,-34068.02,172,-0.134,-26,1388.36,0.01,13.76,194,13,0.019,0.4,136,-0.158,-26
OLED55C39LC,SAMSUNG,234783.43,-0.475,-212744.35,150,-0.483,-140,1569.61,0.015,23.63,219,16,0.026,-0.9,,,
GU32T5379,LG,233185.97,-0.11,-28908.31,792,-0.164,-156,294.48,0.065,17.9,41,5,0.069,0.5,284,-0.403,-192
GQ55Q70C,LG,231055.98,0.228,42856.71,282,0.257,58,818.94,-0.024,-19.74,114,4,0.017,-0.1,175,0.152,23
GQ55Q72C,LG,228928.88,1.012,115123.96,304,1.104,160,752.7,-0.044,-34.39,105,2,0.024,1,304,1.561,185
KD-43X75WL,HISENSE,228318.68,0.078,16489.69,413,0.089,34,553.39,-0.011,-5.97,77,4,0.04,-0.5,112,0.292,25
GQ65Q70C,LG,219709.85,-0.281,-85801.62,196,-0.29,-80,1120.97,0.013,14.69,156,11,0.015,0,159,-0.181,-35
65PUS8808,PANASONIC,217205.58,-0.114,-27931.68,221,-0.116,-29,982.83,0.002,2.28,137,8,0.017,0.3,199,-0.01,-2
OLED77C39LC,SAMSUNG,216550.51,-0.406,-147996.89,74,-0.415,-53,2912.01,0.016,44.63,406,29,0.016,-0.6,,,
OLED77G39LA,SAMSUNG,211495.5,-0.683,-455164.31,60,-0.686,-131,3517.5,0.009,32.28,491,33,0.016,-0.9,33,-0.648,-60
TX-55MZ800E,SONY,210322.06,0.351,54651.72,162,0.4,46,1299.82,-0.035,-46.67,181,4,0.033,0.7,146,0.506,49
GQ75Q60C,LG,208809.81,0.075,14644.21,157,0.072,11,1334.25,0.003,4.35,186,11,0.015,0.5,137,0.082,10
GQ75Q70C,LG,204735.74,0.038,7501.28,125,0.008,1,1637.89,0.03,47.29,228,19,0.012,0.1,70,-0.294,-29
GU43CU8079,LG,204732.89,0.148,26320.7,443,0.095,38,461.75,0.048,21.29,64,7,0.06,0.5,88,-0.276,-34
GQ43Q60C,LG,202203.38,0.246,39917.24,347,0.286,77,583.31,-0.031,-18.87,81,2,0.027,0.4,239,0.074,16
55NANO766QA,SAMSUNG,199856.68,0.453,62304.56,389,0.485,127,514.22,-0.022,-11.38,72,3,0.036,0.3,173,0.33,43
CALEA COMPACT 32 TZ40,WE. BY LOEWE.,196491.85,0.022,4162.89,194,0.018,3,1012.33,0.004,4.04,141,9,0.045,1.5,63,0.319,15
TX-55MZW2004,SONY,189624.55,0.345,48625.66,70,0.343,18,2711.73,0.002,4.65,378,23,0.011,0.3,25,-0.016,0
43NANO756QC,SAMSUNG,189499.71,0.562,68218.41,466,0.641,182,406.65,-0.048,-20.4,57,1,0.037,1.1,466,1.051,239
32LQ63006LA,SAMSUNG,186729.2,0.01,1881.18,724,0.007,5,257.78,0.003,0.71,36,2,0.055,-0.9,506,0.142,63
GQ55S93C,LG,179560.76,-0.487,-170711.26,138,-0.503,-139,1305.13,0.031,39.62,182,16,0.015,-1.3,96,-0.613,-153
65UA3263,TELEFUNKEN,176272,45,172440,368,45,360,479,0,0,67,4,0,0,,,
GQ65S92C,LG,174217.81,2.196,119701.72,103,2.233,71,1696.16,-0.011,-19.68,237,11,0.014,1,92,3.156,70
OLED42C37LA,SAMSUNG,173275.38,-0.36,-97601.42,159,-0.382,-98,1087.36,0.035,36.36,152,14,0.019,0,73,-0.504,-74
GQ55LS03BG,LG,171839.3,-0.352,-93530.33,176,-0.323,-84,978.89,-0.043,-43.81,137,2,0.032,0,138,-0.26,-49
GU50AU6979,LG,170362.03,1.747,108346.98,436,1.814,281,390.78,-0.024,-9.57,54,2,0.031,2.2,299,8.481,267
GU55CU8079,LG,168420.89,-0.744,-489655,328,-0.748,-973,513.86,0.016,8.13,72,5,0.037,-4,179,-0.74,-510
CUBUS 43 TY65 UHD TWIN,WE. BY LOEWE.,167975.04,0.264,35043.54,119,0.269,25,1415.59,-0.004,-5.54,197,11,0.024,1,8,,
GU65CU8079,LG,167608.74,-0.275,-63609.8,240,-0.272,-90,699.24,-0.004,-2.67,98,5,0.031,-0.4,137,0.534,48
KD-55X75WL,HISENSE,166661.41,0.169,24125.17,227,0.157,31,733.11,0.011,7.68,102,7,0.027,0,48,-0.428,-36
GQ65QN900C,LG,166493.95,1.055,85470.56,64,1.442,38,2621.95,-0.159,-494.33,366,-44,0.004,-0.6,61,2.559,44
75UR76006LL,SAMSUNG,163475.12,-0.175,-34792.12,203,-0.201,-51,805.5,0.032,24.95,112,10,0.013,-1.1,81,-0.467,-71
GQ77S94C,LG,162254.91,-0.315,-74671.6,58,-0.298,-24,2819.4,-0.025,-72.28,393,13,0.006,-1,,,
OLED77B39LA,SAMSUNG,159357.45,-0.22,-44896.56,66,-0.267,-24,2414.51,0.064,145.02,337,39,0.008,0,13,-0.79,-50
32PFS6908,PANASONIC,156921.08,0.171,22913.96,509,0.168,73,308.42,0.002,0.76,43,3,0.061,0.5,398,0.298,92
55OLED908,PANASONIC,154678.36,0.343,39519.09,71,0.279,16,2168.02,0.05,102.91,302,31,0.018,0.3,50,0.257,10
GQ85Q70C,LG,153988.12,-0.065,-10762.82,71,-0.072,-6,2163.83,0.007,15.89,302,20,0.006,0.1,49,-0.169,-10
65U77HQ,PHILIPS,153608.91,0.392,43273.93,206,0.449,64,744.58,-0.039,-30.24,104,2,0.019,-0.2,37,3.346,29
55QNED816RE,SAMSUNG,151858.79,0.211,26510.14,193,0.295,44,786.83,-0.065,-54.43,110,-1,0.015,0,135,1.015,68
XR-48A90K,HISENSE,151819.82,0.051,7314.68,111,0.037,4,1367.81,0.013,17.65,191,13,0.014,0,31,-0.207,-8
AURUS 55TY88 OLED TWIN,WE. BY LOEWE.,149232.62,0.041,5923.36,63,0.012,1,2369.16,0.029,66.58,330,28,0.016,0.5,11,-0.669,-23
XR-65A95L,HISENSE,149093.56,0.162,20815.08,43,0.152,6,3496.8,0.009,29.81,488,32,0.014,0.2,14,-0.381,-9
KD-50X75WL,HISENSE,148256.25,-0.096,-15711.66,230,-0.102,-26,645.81,0.007,4.46,90,6,0.026,0.2,26,-0.69,-57
GU55CU7199,LG,148036.21,0.006,901.03,296,-0.023,-7,500.87,0.03,14.48,70,6,0.037,1.1,217,-0.201,-55
65UR76006LL,SAMSUNG,147984.61,1.473,88145.94,242,1.653,151,611.65,-0.068,-44.6,85,-1,0.037,2.5,200,6.988,175
TX-40MS360E,SONY,147121.91,-0.346,-77944.42,365,-0.302,-158,402.52,-0.064,-27.54,56,0,0.05,-4.1,129,-0.146,-22
GQ55S92C,LG,144366.07,1.029,73198.18,97,1.046,50,1483.39,-0.009,-12.8,207,10,0.013,0.5,58,2.51,42
GQ98Q80C,LG,143145.66,-0.01,-1442.25,24,-0.057,-1,5887.83,0.05,280.02,821,84,0.005,-0.6,15,-0.225,-4
KD-32W800,HISENSE,140933.74,-0.044,-6499.29,390,-0.04,-16,360.95,-0.004,-1.39,50,3,0.037,-0.2,63,-0.006,0
GQ77S93C,LG,140418.34,0.628,54182.3,58,0.508,19,2433.91,0.08,180.09,339,43,0.006,-0.4,7,-0.742,-20
XR-65X90L,HISENSE,139298.19,-0.227,-40813.83,97,-0.22,-28,1428.89,-0.008,-11.77,199,10,0.02,-0.1,33,0.175,5
GU85CU8079,LG,138096.03,-0.461,-118193.81,96,-0.519,-104,1432.81,0.12,153.36,200,32,0.024,-0.3,9,-0.827,-42
43UR74006LB,SAMSUNG,137652.98,0.668,55120.15,364,0.739,155,377.99,-0.041,-16.12,53,1,0.037,0.5,259,1.106,136
GQ50LS03BG,LG,134999.58,0.177,20292.58,166,0.157,22,814.13,0.018,14.01,114,8,0.015,0.1,120,0.398,34
32A4K,PHILIPS,134314.39,-0.118,-17909.93,747,-0.135,-117,179.71,0.02,3.58,25,2,0.047,-0.3,158,-0.343,-82
55E6KT,PHILIPS,133650.61,1.428,78596.61,351,1.472,209,380.77,-0.018,-6.93,53,2,0.001,0,0,,
GQ65QN90B,LG,133088.79,2.725,97358.75,119,3.058,89,1123.11,-0.082,-100.52,157,-4,0.005,0.4,111,,
BILD V.48 DR+,GRUNDIG,132713.24,0.393,37452.02,46,0.312,11,2911.56,0.062,170.5,406,46,0.02,1,5,-0.55,-7
BILD V.55 DR+,GRUNDIG,130061.04,0.356,34147.14,43,0.444,13,3000.54,-0.061,-195.61,418,-1,0.015,0.8,29,1.44,17
CALEA COMPACT 40 TZ40,WE. BY LOEWE.,127318.7,0.304,29669.31,108,0.328,27,1175.51,-0.019,-22.24,164,7,0.025,0.2,10,0.495,3
XR-65A84L,HISENSE,126789.5,-0.164,-24911.32,57,-0.143,-10,2224.21,-0.024,-55.68,310,11,0.006,-1.1,,,
50PUS8808,PANASONIC,125954.5,-0.232,-38063,163,-0.259,-57,772.73,0.036,27.19,108,10,0.015,-0.2,65,-0.214,-18
OLED48C39LA,SAMSUNG,125695.72,-0.358,-70107.19,104,-0.336,-52,1212.48,-0.034,-42.14,169,4,0.021,-0.6,,,
43E78HQ,PHILIPS,124970.77,2.764,91765.51,457,3.472,355,273.17,-0.158,-51.42,38,-5,0.003,-0.4,444,71.416,438
GU43CU7199,LG,123929.27,0.072,8370.96,363,0.092,31,341.34,-0.018,-6.17,48,2,0.015,0.6,290,3.367,224
65PUS8108,PANASONIC,123880.26,-0.301,-53358.23,165,-0.34,-85,748.97,0.059,41.72,104,12,0.017,-0.1,81,-0.599,-121
65QNED916QE,SAMSUNG,119129.14,0.686,48484.83,106,0.656,42,1123.86,0.018,20.04,157,12,0.001,0,21,-0.448,-17
43UR73006LA,SAMSUNG,117314.6,1.029,59495.88,360,1.151,193,326.13,-0.057,-19.68,45,0,0.018,1.5,129,6.698,112
50QNED816RE,SAMSUNG,116606.29,-0.004,-462.37,150,-0.057,-9,777.38,0.056,41.09,108,12,0.018,0.3,27,-0.623,-45
32PHS6808,PANASONIC,115513.91,0.844,52858.46,584,0.889,275,197.8,-0.024,-4.85,28,1,0.05,1.4,266,0.607,101
OLED83C37LA,SAMSUNG,113507.7,-0.275,-43024.03,29,-0.321,-13,3982.73,0.069,255.78,555,66,0.004,0,9,-0.746,-25
XR-42A90K,HISENSE,112542.1,-0.286,-45023.11,86,-0.293,-36,1311.41,0.011,14.23,183,12,0.02,0.3,15,-0.566,-20
65OLED908,PANASONIC,111267.41,-0.177,-23978.93,39,-0.263,-14,2837.71,0.116,295.58,396,62,0.013,0.1,25,-0.446,-20
GQ32LS03CB,LG,110453.05,0.124,12142.86,248,0.13,29,444.71,-0.006,-2.75,62,3,0.03,-0.3,116,0.023,3
CUBUS EDITION 43 TY76 UHD TWIN,WE. BY LOEWE.,110066.51,-0.469,-97349.81,74,-0.473,-67,1482.91,0.008,11.07,207,13,0.017,-0.5,,,
42OLED808,PANASONIC,109705.04,-0.213,-29650.02,87,-0.251,-29,1258.31,0.051,61.12,175,18,0.021,-0.2,18,-0.713,-45
65OLED887,PANASONIC,107573.08,-0.075,-8719.19,68,-0.018,-1,1583.61,-0.058,-97.76,221,0,0.014,-0.1,,,
OLED55C31LA,SAMSUNG,104466.21,-0.349,-56076.55,72,-0.363,-41,1450.92,0.021,30.19,202,16,0.009,-0.3,9,-0.522,-9
85A6BG,PHILIPS,104444.91,-0.057,-6321.34,92,-0.122,-13,1141.2,0.074,78.39,159,20,0.012,0.2,15,-0.294,-6
TX-55MZN1508,SONY,103126.38,0.24,19973.3,50,0.216,9,2066.16,0.02,39.74,288,22,0.013,0.5,30,0.622,11
D55V950M2CWH,METZ,101153.73,0.55,35883.73,265,0.552,94,381.14,-0.001,-0.56,53,3,0.001,0.1,0,,
OLED65C31LA,SAMSUNG,100931.56,-0.201,-25424.31,53,-0.243,-17,1904.37,0.055,99.29,266,28,0.007,0.1,10,-0.697,-22
GQ55Q74C,LG,100249.09,-0.135,-15590.61,105,-0.109,-13,951.68,-0.028,-27.86,133,4,0.02,0.4,,,
75PUS8808,PANASONIC,99834.41,-0.069,-7402.93,74,-0.075,-6,1349.11,0.006,8.65,188,12,0.004,0,30,,
GQ75LS03BG,LG,99652.88,-0.589,-142982.71,46,-0.617,-75,2155.03,0.073,145.98,301,37,0.018,0.6,35,-0.686,-76
43E6KT,PHILIPS,99622.65,-0.254,-33972.7,350,-0.292,-144,284.84,0.053,14.34,40,4,0.008,-1,,,
XR-77A80L,HISENSE,99339.09,-0.276,-37790.94,29,-0.285,-12,3386.56,0.013,41.92,472,33,0.004,-0.1,6,-0.682,-13
65QNED816RE,SAMSUNG,95687.85,-0.137,-15127.16,91,-0.157,-17,1051.51,0.025,25.45,147,12,0.009,-0.2,64,-0.017,-1
75U7KQ,PHILIPS,93321.47,2.634,67639.33,73,2.729,54,1270.44,-0.025,-33.22,177,6,0.01,0,15,,
65E6KT,PHILIPS,92535.93,-0.186,-21212.61,176,-0.198,-43,525.77,0.015,7.56,73,5,0.001,-0.4,,,
43PUS8808,PANASONIC,92269.38,-0.219,-25800.1,138,-0.242,-44,668.62,0.031,20.24,93,8,0.012,-0.2,41,-0.621,-68
65E7KQ,PHILIPS,92131.07,0.312,21899.1,126,0.235,24,731.2,0.062,42.65,102,12,0.001,0,15,-0.852,-87
TX-42LZF1507,SONY,92115.21,0.349,23828.8,76,0.559,27,1217.91,-0.135,-189.81,170,-15,0.011,0.1,68,1.339,39
GQ65QN90C,LG,91703.48,-0.375,-55079.43,53,-0.396,-34,1745.4,0.035,58.24,243,22,0.004,0,26,-0.659,-51
WE. SEE 43,TCL,91391.32,0.247,18100.58,76,0.123,8,1199.14,0.11,119.24,167,25,0.014,0.4,9,-0.663,-18
65NANO766QA,SAMSUNG,90663.16,-0.247,-29667.75,138,-0.247,-45,655.12,0.001,0.69,91,5,0.023,0.4,68,-0.412,-48
TX-48LZF1507,SONY,90238.59,2.48,64306,58,2.596,42,1543.75,-0.032,-51.5,215,6,0.011,0.9,,,
55PUS8808,PANASONIC,89554.64,-0.482,-83258.25,104,-0.523,-114,861.1,0.086,68.38,120,16,0.011,0,21,-0.887,-163
GQ65Q74C,LG,88396.42,0.339,22365.67,72,0.328,18,1226.41,0.008,9.65,171,11,0.007,-0.1,,,
XR-77A95L,HISENSE,88329.28,-0.004,-315.34,17,-0.007,0,5231.16,0.003,16.77,730,44,0.011,0.1,14,-0.156,-2
TX-55MZX1509,SONY,87518.99,-0.181,-19321.34,43,-0.187,-10,2043.28,0.008,16.46,285,19,0.006,-0.2,,,
OLED65C27LA,SAMSUNG,86757.78,-0.513,-91517.21,55,-0.509,-57,1571.97,-0.008,-12.83,219,11,0.002,0,3,-0.346,-2
TX-42MZN1508,SONY,86595.77,2.141,59023.8,54,2.31,37,1612.72,-0.051,-86.74,225,2,0.007,0.5,,,
TECHNILINE 43 ISI 5543/97,ANTTEQ,85189.47,0.03,2496.56,88,0.004,0,964.84,0.026,24.8,135,11,0.014,0.1,16,0.129,2
LUNIS 48 TY92 OLED TWIN R,WE. BY LOEWE.,84942.92,1.654,52934.23,32,1.618,20,2643.23,0.014,35.68,369,26,0.016,1,,,
OLED42C38LA,SAMSUNG,83189.18,-0.432,-63228.14,76,-0.411,-53,1095.23,-0.035,-39.27,153,4,0.029,0,39,0.004,0
TARIS 43 TY89 UHD TWIN R,WE. BY LOEWE.,82618.32,0.281,18115.05,49,0.261,10,1678.1,0.016,26.05,234,17,0.015,-0.1,,,
XR-65X95L,HISENSE,82106.15,-0.177,-17670.86,43,-0.23,-13,1928.13,0.069,123.9,269,32,0.013,0.1,39,-0.276,-15
GQ55QN95B,LG,81587.71,-0.548,-98896.85,79,-0.558,-99,1038.93,0.023,23.31,145,11,0.015,-0.5,22,-0.323,-11
OLED55CS9LA,SAMSUNG,81470.93,0.339,20622.02,74,0.366,20,1099.14,-0.02,-22.26,153,6,0.017,0.3,12,1.428,7
GQ43Q72C,LG,81285.98,1.189,44153.93,121,1.284,68,671.19,-0.041,-29.02,94,2,0.015,0.9,85,1.284,48
TX-77LZW2004,SONY,80887.65,0.01,770.17,22,0.03,1,3656.83,-0.02,-72.85,510,20,0.012,0,11,2.218,8
GU50CU8079,LG,80295.44,-0.137,-12767.08,153,-0.154,-28,525.71,0.02,10.31,73,6,0.019,-1.3,49,-0.315,-23
XR-55A95L,HISENSE,79875.95,0.699,32854.11,29,0.792,13,2768.11,-0.052,-152.5,386,2,0.012,0.2,26,1.677,16
TX-65LZW2004,SONY,79744.45,-0.068,-5780.06,34,0.018,1,2345.63,-0.084,-214.99,327,-9,0.012,-0.1,28,0.416,8
40 VOE 631,TOSHIBA,79531,1.404,46452,370,1.493,222,214.72,-0.035,-7.89,30,1,0.001,0,370,1.493,222
XR-83A80L,HISENSE,79239.18,0.041,3146.51,19,0.085,2,4084.49,-0.04,-171.98,570,10,0.002,-0.8,9,0.505,3
GQ32Q50A,LG,79056.78,0.647,31048.45,177,0.63,68,447.32,0.01,4.65,62,4,0.04,2,59,2.44,42
55E7KQ,PHILIPS,78440.62,1.719,49587.47,131,0.985,65,598.78,0.37,161.61,84,26,0.001,0,0,,
BILD I.55 DR+,GRUNDIG,77643.67,2.62,56196.86,28,2.318,19,2804.2,0.091,233.86,391,53,0.01,0.8,17,2.982,12
GQ85Q60C,LG,76839.91,0.106,7351.3,43,0.081,3,1808,0.023,39.92,252,20,0.002,-0.1,24,-0.071,-2
XR-75X90L,HISENSE,76051.18,-0.338,-38808.43,40,-0.349,-21,1916.98,0.018,33.25,267,20,0.014,-0.1,20,-0.492,-19
40A4K,PHILIPS,74627.57,-0.185,-16887.32,301,-0.212,-81,247.7,0.035,8.48,35,3,0.03,-0.2,23,-0.524,-26
XR-55A90J,HISENSE,74149.7,0.591,27535.47,57,0.548,20,1289.8,0.028,34.66,180,15,0.016,0.5,17,0.548,6
OLED83C39LA,SAMSUNG,73151.77,-0.519,-79018.77,19,-0.519,-20,3878.79,-0.001,-2.16,541,31,0.011,-0.7,8,0.202,1
TX-43LXN888,SONY,71367.09,-0.163,-13863.27,161,-0.081,-14,442.85,-0.089,-43.27,62,-2,0.017,-0.3,73,0.654,29
55UL6C63,TELEFUNKEN,71191.97,-0.426,-52858.39,175,-0.44,-137,406.8,0.024,9.65,57,5,0.02,-1.3,,,
75QNED816RE,SAMSUNG,71182.34,0.173,10495.25,47,0.119,5,1514.52,0.048,69.59,211,21,0.005,-0.1,33,0.306,8
GQ55QN94C,LG,70715.79,-0.53,-79849.22,55,-0.534,-64,1274.38,0.008,9.99,178,12,0.016,-0.8,,,
OLED65C38LA,SAMSUNG,70488.46,-0.442,-55930.42,41,-0.407,-28,1729.83,-0.059,-109.39,241,0,0.011,-0.3,37,-0.238,-11
